Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,Research Body,Proposal Title,Start Date,End Date,Funding
02/W/M19,SFI ETS Walton Visitor Award,,,David Taplin,University College Cork (UCC),Industrial Process Ecology,07/01/2002,6/26/2003,64107
02/W/B15,SFI ETS Walton Visitor Award,,,Paul Brindley,University College Dublin (UCD),Genomics and Proteomics approach to the control of emerging and re-emerging infectious diseases,07/01/2002,4/27/2003,75443
02/W/B13,SFI ETS Walton Visitor Award,,,Jp Richard,University College Dublin (UCD),Chemical Exploration of the Oxidative Metabolites of Aromatic Hydrocarbons,07/01/2002,5/27/2003,80340
02/W/B14,SFI ETS Walton Visitor Award,,,Christopher Vaughan,University College Dublin (UCD),Understanding the Role of the Brain in Fatigue,07/01/2002,6/26/2003,188992
02/W/I11,SFI ETS Walton Visitor Award,,,Eileen Trauth,University of Limerick (UL),An Analysis of the Socio-Technical Factors Influencing the Evolution of Irelands ICT Sector,07/01/2002,6/26/2003,236124
01/PI.2/B039C,SFI Principal Investigator Programme,,,Christopher Dainty,"National University of Ireland, Galway (NUIG)",Advanced Techniques of Optical Imaging and their application in Biomedicine and Information Technology,07/01/2002,06/05/2007,6196746
01/F.1/B028,SFI Principal Investigator Programme,,,David MacHugh,University College Dublin (UCD),Analysis of mammalian physiological and genetic regulatory networks using cDNA microarrays,10/01/2002,03/03/2008,1152315
01/F.1/B036,SFI Principal Investigator Programme,,,Lothar Steidler,University College Cork (UCC),Study of elements controlling human interleukin-10 expression and secretion in the probiotic.,01/01/2003,12/31/2007,1385825
01/F.1/C023,SFI Principal Investigator Programme,,,Conor Heneghan,University College Dublin (UCD),A Signal Processing Perspective on Multicarrier Communication Technology,10/01/2002,09/05/2007,688991
02/IN.1/I056,SFI Principal Investigator Programme,,,Paul Whelan,Dublin City University (DCU),Automated Computer Analysis of Computed Tomography Colongraphy Image Data Sets.,10/01/2002,09/10/2006,534891
02/IN.1/I100,SFI Principal Investigator Programme,,,Julie Berndsen,University College Dublin (UCD),MUSTER - Multilingual Ubiquitous Speech Technology: Enhanced and Rethought,11/01/2002,04/09/2007,816705
02/IN.1/IM062,SFI Principal Investigator Programme,,,James Gleeson,University College Cork (UCC),Mathematical Modelling of Randomness for applications in ICT and Biotechnology,10/01/2002,09/10/2006,544454
02/IN.1/I111,SFI Principal Investigator Programme,,,Padraig Cunningham,Trinity College Dublin (TCD),The Knowledge Discovery Project: Tools to Uncover New Knowledge through Data Mining in Bioinformatics Medical Informatics and Finance,10/01/2002,09/10/2006,959593
02/IN.1/I025,SFI Principal Investigator Programme,,,Thomas Brazil,University College Dublin (UCD),Modelling Techniques and Simulation Algorithms for High Frequency/High Speed Electronic Circuit and System Design,04/01/2003,09/07/2007,891785
02/IN.1/B113,SFI Principal Investigator Programme,,,Michael Gill,Trinity College Dublin (TCD),A Genomic Investigation of the Major Psychotic Disorders,01/01/2003,06/09/2007,1005504
02/IN.1/B093,SFI Principal Investigator Programme,,,Timothy Mantle,Trinity College Dublin (TCD),Pharmacological Manipulation of Bilirubin Levels: Implications for Neonatal Jaundice and Coronary Care,11/01/2002,10/11/2006,1006030
02/IN.1/B60,SFI Principal Investigator Programme,,,Colin Hill,University College Cork (UCC),Post-Translational Machinery Responsible for a L-Serine to D-Alanine Conversion in the Lantibiotic Peptide Lacticin 3147; The Role of Modified Amino Acids in Antimicrobial Activity,12/01/2002,11/10/2006,892953
02/IN.1/B78,SFI Principal Investigator Programme,,,Alexander Evans,University College Dublin (UCD),Functional Genomics of Tissue Development in Reproduction,01/01/2003,12/11/2006,967187
03/IN.3/B404,SFI Principal Investigator Programme,,,Desmond Higgins,University College Dublin (UCD),Multiple Alignment Methods for the Genome Era,10/01/2003,03/08/2008,773126
02/IN.1/I40,SFI Principal Investigator Programme,,,Thomas Conway,University of Limerick (UL),Development of Coding and Signal Processing for Gbps Data Storage and Baseband Communciations,10/01/2002,1/13/2006,245236
02/IN.1/I108,SFI Principal Investigator Programme,,,Brian Fitzgerald,University of Limerick (UL),Building a Bi-Directional Bridge Between Theory and Practice (B4-STEP),10/01/2002,09/10/2006,931135
02/IN.1/B84,SFI Principal Investigator Programme,,,Damian Arrigan,Tyndall National Institute (TNI),Interfacial Processes for Future Bioelectroanalytical Sensing,02/01/2003,07/10/2007,1152624
02/IN.1/B68,SFI Principal Investigator Programme,,,Seamas Donnelly,University College Dublin (UCD),Macrophage Migration Inhibitory Factor (MIF) Aberrant Remodelling/Repair & Chronic Inflammation,02/01/2003,07/10/2007,924890
02/IN.1/B116,SFI Principal Investigator Programme,,,Michael Rowan,Trinity College Dublin (TCD),Investigations of the Mechanisms Regulating the Induction of Synaptic Plasticity in the Intact Brain: Effects of Stress and Amyloid,12/16/2002,11/25/2006,1002513
02/IN.1/B110,SFI Principal Investigator Programme,,,Roger Anwyl,Trinity College Dublin (TCD),Investigations of the Mechanisms Underlying the Induction of Synaptic Plasticity: Role of Metabotropic Glutamate Receptors and Amyloid,01/01/2003,06/09/2007,999795
02/IN.1/B065,SFI Principal Investigator Programme,,,Charles Dorman,Trinity College Dublin (TCD),The Fis Global Regulator and Virulence Gene Expression in Salmonella Enterica Serovar Typhimurium in Vitro & in Vivo,04/01/2003,03/11/2007,1019288
02/IN.1/B102,SFI Principal Investigator Programme,,,Phil Dix,"National University of Ireland, Maynooth (NUIM)",Metabolic Engineering of the Chloroplast for Health and Industry,10/01/2002,09/10/2006,642338
02/IN.1/B49,SFI Principal Investigator Programme,,,Charles Spillane,University College Cork (UCC),Functional and Evolutionary (epi) Genomics of Genocis Imprinting Dosage and Apomixis Technology Development in Plants,06/01/2003,05/11/2007,1043102
02/IN.1/B52,SFI Principal Investigator Programme,,,Shirley O'Dea,"National University of Ireland, Maynooth (NUIM)",Determination of Stem Cell and Differentiation Pathways Within the Lung Epithelium,10/01/2002,09/10/2006,658858
02/IN.1/B032,SFI Principal Investigator Programme,,,Anne Burnell,"National University of Ireland, Maynooth (NUIM)",The Exploitation of Anhydrobiotic Genes for the Preservation of Intact Proteins Cells and Tissues in Dry State,01/01/2003,06/09/2007,897677
02/IN.1/B070,SFI Principal Investigator Programme,,,Mary McCaffrey,University College Cork (UCC),Functional Characterisation of Rab4-and Rab 11-Interacting Proteins in Endosomal Recycling,10/01/2002,9/15/2005,1005463
02/IN.1/I048,SFI Principal Investigator Programme,,,Conor Ryan,University of Limerick (UL),Grammatical Evolution - A Single Evolutionary Framework,10/01/2002,09/10/2006,1235076
02/IN.1/I39,SFI Principal Investigator Programme,,,Orla Feely,University College Dublin (UCD),Nonlinear Effects in Communications Circuits and Systems,01/01/2003,06/09/2007,838964
02/IN.1/I71,SFI Principal Investigator Programme,,,Alan Morrison,University College Cork (UCC),PhoCUS: Photon Counting Universal Sensors for Applications in ICT and Biotechnology,12/01/2002,02/08/2007,894317
02/IN.1/I92,SFI Principal Investigator Programme,,,Jim Greer,Tyndall National Institute (TNI),Computation of the Mechanical and Electrical Properties of Oxide/Semiconductor Structures,05/01/2003,10/07/2007,1189114
02/IN.1/I99,SFI Principal Investigator Programme,,,Gerard O'Sullivan,University College Dublin (UCD),Opening the Extreme Ultra-Violet Lithography Source Bottleneck: The Development of a 13.5nm Plasma Based Source for the Semiconductor Industry,12/01/2002,11/10/2006,957439
02/IN.1/I47,SFI Principal Investigator Programme,,,John Donegan,Trinity College Dublin (TCD),Quantum-Dot Microlasers With a Spherical Dielectric Microcavity for Fiber-Optic Communications,12/01/2002,11/15/2005,561613
02/IN.1/B043,SFI Principal Investigator Programme,,,Keith Tipton,Trinity College Dublin (TCD),Computational Approaches to the Representation & Analysis of Metabolic Systems & Synaptic Events,12/01/2002,02/08/2007,1089637
02/IN.1/B59,SFI Principal Investigator Programme,,,Rosemary O'Connor,University College Cork (UCC),Characterization of New Genes that are Associated with Cellular Transformation and IGF-1 Receptor Function,12/01/2002,11/10/2006,941415
02/IN.1/B030,SFI Principal Investigator Programme,,,Carmel Mothersill,Technological University Dublin (TU Dublin),Harnessing Radiation Induced Effects for Medicine and Biotechnology,12/01/2002,3/25/2004,545343
02/IN.1/I058,SFI Principal Investigator Programme,,,David Nikogosyan,University College Cork (UCC),Femtosecond Laser-Induced Bragg and Long-Period Gratings,12/01/2002,11/20/2004,487607
02/IN.1/I042,SFI Principal Investigator Programme,,,Michael Connelly,University of Limerick (UL),All-Optical Processing Using Semiconductor Optical Amplifiers in Terabit/s Photonic Communication Systems,02/01/2003,07/10/2007,980065
02/IN.1/I181,SFI Principal Investigator Programme,,,Michel Schellekens,University College Cork (UCC),Efficiency Orientated Programming Languages: An Average Case Analysis Tool,04/07/2003,03/11/2008,1021974
02/IN.1/I031,SFI Principal Investigator Programme,,,Jagdish K. Vij,Trinity College Dublin (TCD),Electro-Optical and Spectroscopic Research on Devices Using Chiral Smectic Liquid Crystals for Photonic Applications,02/01/2003,07/10/2007,1006495
02/IN.1/I045,SFI Principal Investigator Programme,,,Michael Peter Kennedy,University College Cork (UCC),Design Methodology for Next-Generation Fractional-N Frequency Synthesizers,01/01/2003,06/03/2008,636670
02/IN.1/I095,SFI Principal Investigator Programme,,,Jean-Paul Mosnier,Dublin City University (DCU),ZnO-Based Material Systems for ICT Applications,12/01/2002,05/09/2007,1335251
02/IN.1/I172,SFI Principal Investigator Programme,,,Clivia Sotomayor Torres,Tyndall National Institute (TNI),Silicon-Based Photonic Circuits Containing 2- and 3-Dimensional Photonic Crystal Waveguides and Light Sources for Communication Applications in the Visible and Near-Infrared Spectral Range,12/01/2002,05/03/2008,3384678
01/PI.2/C041,SFI Principal Investigator Programme,,,Martyn Pemble,Tyndall National Institute (TNI),Novel Routes to the Production of Nanoscale Electronic and Photonic Materials via Chemical Self-Assembly and Templated Surface Engineering,02/01/2004,03/11/2008,2098882
02/IN.1/I91,SFI Principal Investigator Programme,,,John Anthony Murphy,"National University of Ireland, Maynooth (NUIM)",The Development of an Integrated Quasi-Optical and Electromagnetic Numerical Simulator for the Computer Aided Design and Analysis of Novel Terahertz Systems,12/01/2002,11/10/2006,830333
02/IN.1/I147,SFI Principal Investigator Programme,,,Albert Rogers Ellingboe,Dublin City University (DCU),Centre for Plasma Formation Measurement and Control,04/07/2003,9/13/2007,3989022
02/CE.1/I148,SFI Centres for Science Engineering and Technology Programme,Planning,,William Donnelly,Waterford Institute of Technology (WIT),CSET NTSRC: National Telecommunications Services Research Centre,12/01/2002,11/26/2003,823299
02/W/M279,SFI ETS Walton Visitor Award,,,Rodney Bartlett,Tyndall National Institute (TNI),High Accuracy Electronic Structure for Material Design,03/01/2003,5/30/2003,80600
02/W/M280,SFI ETS Walton Visitor Award,,,John Sader,Trinity College Dublin (TCD),Theoretical Analysis of Static and Dynamic Processes in Nanoscale Systems and Applications to Quantitative Force Interaction Measurements,03/01/2003,5/30/2003,19033
02/W/B287,SFI ETS Walton Visitor Award,,,Gordon Wallace,Dublin City University (DCU),Novel Micropatterned Platforms Utilising Inherently Conducting Polymers,03/01/2003,10/27/2003,141258
02/W/I289,SFI ETS Walton Visitor Award,,,Jack Dongarra,University College Dublin (UCD),High-Level Programming Models and Tools for Grid Computing,03/01/2003,8/28/2003,167128
02/W/I291,SFI ETS Walton Visitor Award,,,John Leonard,University College Dublin (UCD),Internet-Based Control of Autonomous Mobile Robots in Dynamic Environments,03/01/2003,2/24/2004,102777
02/W/B288,SFI ETS Walton Visitor Award,,,Michael Scott,University College Dublin (UCD),Gene-Specific Silencing of PrP Expression by Small Interfering RNAs,03/01/2003,2/24/2004,193727
02/W/I284,SFI ETS Walton Visitor Award,,,Ralph Radach,"National University of Ireland, Maynooth (NUIM)",WebAssess: Automating Website Usability Assessment,03/01/2003,8/28/2003,45318
02/W/I286,SFI ETS Walton Visitor Award,,,Peter Eric Wellstead,"National University of Ireland, Maynooth (NUIM)",Control as a Systems Technology for Innovation and Technology Development and the Analysis and Application of Hybrid Systems,03/01/2003,2/24/2004,132199
02/IN.1/B266,SFI Principal Investigator Programme,,,Martin Caffrey,University of Limerick (UL),The Structural Biology of Membrane Proteins: Proteomics via Crystal Structure,11/03/2003,04/10/2008,2481915
02/IN.1/B192,SFI Principal Investigator Programme,,,Andrew Bowie,Trinity College Dublin (TCD),Elucidating Toll-Like Receptor Function Using the Vaccinia Virus Proteins A46R and A52R,08/01/2003,07/11/2007,965127
02/IN.1/B238,SFI Principal Investigator Programme,,,Peter Humphries,Trinity College Dublin (TCD),Exploration of Molecular Pathology and Molecular Therapeutics for Inherited Retinal Degenerations,05/01/2003,08/08/2007,986965
02/IN.1/B1261,SFI Principal Investigator Programme,,,Fergal O'Gara,University College Cork (UCC),An Integrated Systems Biology Approach to Elucidating the Nature of Molecular Signalling in Microbial-Host Interactions,09/01/2003,11/09/2007,1007738
02/IN.1/I217,SFI Principal Investigator Programme,,,Noel Buckley,University of Limerick (UL),Microstructural Study of Electrodeposited Copper Metallization for Advanced Microelectronic Devices for Information Communications Technology,10/01/2003,03/08/2008,1015026
02/IN.1/I28,SFI Principal Investigator Programme,,,Sile Nic Chormaic,Tyndall National Institute (TNI),Investigation of Active and Passive Spherical Glass Microresonators for Advancements in Telecommunications and Quantum Information Technology,9/16/2003,3/13/2008,717190
